Kod;Nazwa;Wskaźniki;Rok;Wartosc;Jednostka miary;Atrybut
2402011;Szczyrk (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,8;szt.; 
2402022;Bestwina (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,21;%; 
2402022;Bestwina (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,23;%; 
2402022;Bestwina (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402022;Bestwina (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;61,3;szt.; 
2402032;Buczkowice (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,32;%; 
2402032;Buczkowice (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,31;%; 
2402032;Buczkowice (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402032;Buczkowice (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;1,3;szt.; 
2402043;Czechowice-Dziedzice (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,78;%; 
2402043;Czechowice-Dziedzice (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,83;%; 
2402043;Czechowice-Dziedzice (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402043;Czechowice-Dziedzice (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,0;szt.; 
2402044;Czechowice-Dziedzice - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,51;%; 
2402044;Czechowice-Dziedzice - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,62;%; 
2402044;Czechowice-Dziedzice - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402044;Czechowice-Dziedzice - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;3,7;szt.; 
2402045;Czechowice-Dziedzice - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,06;%; 
2402045;Czechowice-Dziedzice - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,07;%; 
2402045;Czechowice-Dziedzice - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402045;Czechowice-Dziedzice - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,4;szt.; 
2402052;Jasienica (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,25;%; 
2402052;Jasienica (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,21;%; 
2402052;Jasienica (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402052;Jasienica (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,7;szt.; 
2402062;Jaworze (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,14;%; 
2402062;Jaworze (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,36;%; 
2402062;Jaworze (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402062;Jaworze (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;5,6;szt.; 
2402072;Kozy (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,89;%; 
2402072;Kozy (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,93;%; 
2402072;Kozy (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402072;Kozy (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;5,5;szt.; 
2402082;Porąbka (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,92;%; 
2402082;Porąbka (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,86;%; 
2402082;Porąbka (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402082;Porąbka (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,2;szt.; 
2402093;Wilamowice (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,37;%; 
2402093;Wilamowice (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,39;%; 
2402093;Wilamowice (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402093;Wilamowice (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,1;szt.; 
2402094;Wilamowice - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,31;%; 
2402094;Wilamowice - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,31;%; 
2402094;Wilamowice - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402094;Wilamowice - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,1;szt.; 
2402095;Wilamowice - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,39;%; 
2402095;Wilamowice - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,41;%; 
2402095;Wilamowice - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402095;Wilamowice - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,1;szt.; 
2402102;Wilkowice (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,9;%; 
2402102;Wilkowice (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,09;%; 
2402102;Wilkowice (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2402102;Wilkowice (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,5;szt.; 
2403011;Cieszyn (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;4,72;%; 
2403011;Cieszyn (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;4,58;%; 
2403011;Cieszyn (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403011;Cieszyn (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;5,8;szt.; 
2403021;Ustroń (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;2,12;%; 
2403021;Ustroń (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;2,14;%; 
2403021;Ustroń (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403021;Ustroń (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;4,3;szt.; 
2403031;Wisła (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,21;%; 
2403031;Wisła (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,26;%; 
2403031;Wisła (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403031;Wisła (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;1,7;szt.; 
2403042;Brenna (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,22;%; 
2403042;Brenna (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,25;%; 
2403042;Brenna (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403042;Brenna (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;1,6;szt.; 
2403052;Chybie (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,2;%; 
2403052;Chybie (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,24;%; 
2403052;Chybie (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403052;Chybie (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;4,7;szt.; 
2403062;Dębowiec (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,1;%; 
2403062;Dębowiec (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,11;%; 
2403062;Dębowiec (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403062;Dębowiec (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,2;szt.; 
2403072;Goleszów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,25;%; 
2403072;Goleszów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,25;%; 
2403072;Goleszów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403072;Goleszów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2403082;Hażlach (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,33;%; 
2403082;Hażlach (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,31;%; 
2403082;Hażlach (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403082;Hażlach (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,6;szt.; 
2403092;Istebna (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
2403092;Istebna (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,09;%; 
2403092;Istebna (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403092;Istebna (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2403103;Skoczów (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,56;%; 
2403103;Skoczów (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,67;%; 
2403103;Skoczów (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403103;Skoczów (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,3;szt.; 
2403104;Skoczów - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;2,9;%; 
2403104;Skoczów - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;3,43;%; 
2403104;Skoczów - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403104;Skoczów - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,9;szt.; 
2403105;Skoczów - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,13;%; 
2403105;Skoczów - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,17;%; 
2403105;Skoczów - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403105;Skoczów - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,2;szt.; 
2403113;Strumień (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,17;%; 
2403113;Strumień (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,18;%; 
2403113;Strumień (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403113;Strumień (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,9;szt.; 
2403114;Strumień - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,64;%; 
2403114;Strumień - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,72;%; 
2403114;Strumień - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403114;Strumień - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;3,5;szt.; 
2403115;Strumień - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,11;%; 
2403115;Strumień - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,12;%; 
2403115;Strumień - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403115;Strumień - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,9;szt.; 
2403122;Zebrzydowice (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,37;%; 
2403122;Zebrzydowice (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,24;%; 
2403122;Zebrzydowice (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2403122;Zebrzydowice (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,3;szt.; 
2404013;Blachownia (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,78;%; 
2404013;Blachownia (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,77;%; 
2404013;Blachownia (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404013;Blachownia (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404014;Blachownia - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,37;%; 
2404014;Blachownia - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,36;%; 
2404014;Blachownia - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404014;Blachownia - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404015;Blachownia - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
2404015;Blachownia - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
2404015;Blachownia - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404015;Blachownia - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404022;Dąbrowa Zielona (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,14;%; 
2404022;Dąbrowa Zielona (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,22;%; 
2404022;Dąbrowa Zielona (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404022;Dąbrowa Zielona (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404032;Janów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,17;%; 
2404032;Janów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,18;%; 
2404032;Janów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404032;Janów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,5;szt.; 
2404042;Kamienica Polska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,42;%; 
2404042;Kamienica Polska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,43;%; 
2404042;Kamienica Polska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404042;Kamienica Polska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404052;Kłomnice (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,2;%; 
2404052;Kłomnice (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,26;%; 
2404052;Kłomnice (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404052;Kłomnice (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404063;Koniecpol (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,21;%; 
2404063;Koniecpol (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,21;%; 
2404063;Koniecpol (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404063;Koniecpol (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404064;Koniecpol - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,43;%; 
2404064;Koniecpol - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,43;%; 
2404064;Koniecpol - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404064;Koniecpol - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404065;Koniecpol - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,13;%; 
2404065;Koniecpol - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,13;%; 
2404065;Koniecpol - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404065;Koniecpol - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404072;Konopiska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,21;%; 
2404072;Konopiska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,21;%; 
2404072;Konopiska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404072;Konopiska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404082;Kruszyna (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,13;%; 
2404082;Kruszyna (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,15;%; 
2404082;Kruszyna (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404082;Kruszyna (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404092;Lelów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,74;%; 
2404092;Lelów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,73;%; 
2404092;Lelów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404092;Lelów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.;a
2404102;Mstów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,68;%; 
2404102;Mstów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,73;%; 
2404102;Mstów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404102;Mstów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404112;Mykanów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,12;%; 
2404112;Mykanów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,12;%; 
2404112;Mykanów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404112;Mykanów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,2;szt.; 
2404122;Olsztyn (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,23;%; 
2404122;Olsztyn (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;-;%; 
2404122;Olsztyn (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404122;Olsztyn (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;-;szt.; 
2404123;Olsztyn (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;-;%; 
2404123;Olsztyn (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,24;%; 
2404123;Olsztyn (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404123;Olsztyn (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404124;Olsztyn - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;-;%; 
2404124;Olsztyn - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,82;%; 
2404124;Olsztyn - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404124;Olsztyn - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404125;Olsztyn - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;-;%; 
2404125;Olsztyn - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,43;%; 
2404125;Olsztyn - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404125;Olsztyn - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404132;Poczesna (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;2,84;%; 
2404132;Poczesna (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;2,35;%; 
2404132;Poczesna (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404132;Poczesna (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,4;szt.; 
2404142;Przyrów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,09;%; 
2404142;Przyrów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,07;%; 
2404142;Przyrów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
2404142;Przyrów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
2404152;Rędziny (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,08;%; 
2404152;Rędziny (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,08;%; 
