Kod;Nazwa;Wiek;Rok;Wartosc;Jednostka miary;Atrybut
2607011;Ostrowiec Świętokrzyski (1);w wieku przedprodukcyjnym;2015;14,6;%; 
2607011;Ostrowiec Świętokrzyski (1);w wieku przedprodukcyjnym;2022;14,5;%; 
2607011;Ostrowiec Świętokrzyski (1);w wieku produkcyjnym;2015;61,9;%; 
2607011;Ostrowiec Świętokrzyski (1);w wieku produkcyjnym;2022;54,5;%; 
2607022;Bałtów (2);w wieku przedprodukcyjnym;2015;16,3;%; 
2607022;Bałtów (2);w wieku przedprodukcyjnym;2022;15,2;%; 
2607022;Bałtów (2);w wieku produkcyjnym;2015;62,0;%; 
2607022;Bałtów (2);w wieku produkcyjnym;2022;58,9;%; 
2607032;Bodzechów (2);w wieku przedprodukcyjnym;2015;16,6;%; 
2607032;Bodzechów (2);w wieku przedprodukcyjnym;2022;15,9;%; 
2607032;Bodzechów (2);w wieku produkcyjnym;2015;62,5;%; 
2607032;Bodzechów (2);w wieku produkcyjnym;2022;58,3;%; 
2607043;Ćmielów (3);w wieku przedprodukcyjnym;2015;16,0;%; 
2607043;Ćmielów (3);w wieku przedprodukcyjnym;2022;16,0;%; 
2607043;Ćmielów (3);w wieku produkcyjnym;2015;61,5;%; 
2607043;Ćmielów (3);w wieku produkcyjnym;2022;57,2;%; 
2607044;Ćmielów - miasto (4);w wieku przedprodukcyjnym;2015;16,0;%; 
2607044;Ćmielów - miasto (4);w wieku przedprodukcyjnym;2022;15,5;%; 
2607044;Ćmielów - miasto (4);w wieku produkcyjnym;2015;62,7;%; 
2607044;Ćmielów - miasto (4);w wieku produkcyjnym;2022;58,3;%; 
2607045;Ćmielów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;16,1;%; 
2607045;Ćmielów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;16,4;%; 
2607045;Ćmielów - obszar wiejski (5);w wieku produkcyjnym;2015;60,8;%; 
2607045;Ćmielów - obszar wiejski (5);w wieku produkcyjnym;2022;56,3;%; 
2607053;Kunów (3);w wieku przedprodukcyjnym;2015;16,9;%; 
2607053;Kunów (3);w wieku przedprodukcyjnym;2022;16,4;%; 
2607053;Kunów (3);w wieku produkcyjnym;2015;63,0;%; 
2607053;Kunów (3);w wieku produkcyjnym;2022;59,0;%; 
2607054;Kunów - miasto (4);w wieku przedprodukcyjnym;2015;16,0;%; 
2607054;Kunów - miasto (4);w wieku przedprodukcyjnym;2022;14,1;%; 
2607054;Kunów - miasto (4);w wieku produkcyjnym;2015;62,0;%; 
2607054;Kunów - miasto (4);w wieku produkcyjnym;2022;57,4;%; 
2607055;Kunów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,3;%; 
2607055;Kunów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;17,4;%; 
2607055;Kunów - obszar wiejski (5);w wieku produkcyjnym;2015;63,5;%; 
2607055;Kunów - obszar wiejski (5);w wieku produkcyjnym;2022;59,7;%; 
2607062;Waśniów (2);w wieku przedprodukcyjnym;2015;19,1;%; 
2607062;Waśniów (2);w wieku przedprodukcyjnym;2022;18,3;%; 
2607062;Waśniów (2);w wieku produkcyjnym;2015;60,4;%; 
2607062;Waśniów (2);w wieku produkcyjnym;2022;57,3;%; 
2608013;Działoszyce (3);w wieku przedprodukcyjnym;2015;15,2;%; 
2608013;Działoszyce (3);w wieku przedprodukcyjnym;2022;15,0;%; 
2608013;Działoszyce (3);w wieku produkcyjnym;2015;58,4;%; 
2608013;Działoszyce (3);w wieku produkcyjnym;2022;55,4;%; 
2608014;Działoszyce - miasto (4);w wieku przedprodukcyjnym;2015;13,6;%; 
2608014;Działoszyce - miasto (4);w wieku przedprodukcyjnym;2022;13,0;%; 
2608014;Działoszyce - miasto (4);w wieku produkcyjnym;2015;62,9;%; 
2608014;Działoszyce - miasto (4);w wieku produkcyjnym;2022;57,3;%; 
2608015;Działoszyce - obszar wiejski (5);w wieku przedprodukcyjnym;2015;15,6;%; 
2608015;Działoszyce - obszar wiejski (5);w wieku przedprodukcyjnym;2022;15,5;%; 
2608015;Działoszyce - obszar wiejski (5);w wieku produkcyjnym;2015;57,4;%; 
2608015;Działoszyce - obszar wiejski (5);w wieku produkcyjnym;2022;55,0;%; 
2608022;Kije (2);w wieku przedprodukcyjnym;2015;16,6;%; 
2608022;Kije (2);w wieku przedprodukcyjnym;2022;17,0;%; 
2608022;Kije (2);w wieku produkcyjnym;2015;61,4;%; 
2608022;Kije (2);w wieku produkcyjnym;2022;58,1;%; 
2608032;Michałów (2);w wieku przedprodukcyjnym;2015;18,7;%; 
2608032;Michałów (2);w wieku przedprodukcyjnym;2022;17,6;%; 
2608032;Michałów (2);w wieku produkcyjnym;2015;59,1;%; 
2608032;Michałów (2);w wieku produkcyjnym;2022;58,0;%; 
2608043;Pińczów (3);w wieku przedprodukcyjnym;2015;15,8;%; 
2608043;Pińczów (3);w wieku przedprodukcyjnym;2022;16,3;%; 
2608043;Pińczów (3);w wieku produkcyjnym;2015;63,0;%; 
2608043;Pińczów (3);w wieku produkcyjnym;2022;56,8;%; 
2608044;Pińczów - miasto (4);w wieku przedprodukcyjnym;2015;13,9;%; 
2608044;Pińczów - miasto (4);w wieku przedprodukcyjnym;2022;14,8;%; 
2608044;Pińczów - miasto (4);w wieku produkcyjnym;2015;63,4;%; 
2608044;Pińczów - miasto (4);w wieku produkcyjnym;2022;54,7;%; 
2608045;Pińczów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,9;%; 
2608045;Pińczów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;17,7;%; 
2608045;Pińczów - obszar wiejski (5);w wieku produkcyjnym;2015;62,5;%; 
2608045;Pińczów - obszar wiejski (5);w wieku produkcyjnym;2022;59,0;%; 
2608052;Złota (2);w wieku przedprodukcyjnym;2015;15,4;%; 
2608052;Złota (2);w wieku przedprodukcyjnym;2022;15,3;%; 
2608052;Złota (2);w wieku produkcyjnym;2015;60,6;%; 
2608052;Złota (2);w wieku produkcyjnym;2022;56,9;%; 
2609011;Sandomierz (1);w wieku przedprodukcyjnym;2015;15,7;%; 
2609011;Sandomierz (1);w wieku przedprodukcyjnym;2022;14,1;%; 
2609011;Sandomierz (1);w wieku produkcyjnym;2015;61,7;%; 
2609011;Sandomierz (1);w wieku produkcyjnym;2022;57,7;%; 
2609022;Dwikozy (2);w wieku przedprodukcyjnym;2015;15,6;%; 
2609022;Dwikozy (2);w wieku przedprodukcyjnym;2022;16,4;%; 
2609022;Dwikozy (2);w wieku produkcyjnym;2015;63,6;%; 
2609022;Dwikozy (2);w wieku produkcyjnym;2022;58,1;%; 
2609032;Klimontów (2);w wieku przedprodukcyjnym;2015;18,3;%; 
2609032;Klimontów (2);w wieku przedprodukcyjnym;2022;-;%; 
2609032;Klimontów (2);w wieku produkcyjnym;2015;62,2;%; 
2609032;Klimontów (2);w wieku produkcyjnym;2022;-;%; 
2609033;Klimontów (3);w wieku przedprodukcyjnym;2015;-;%; 
2609033;Klimontów (3);w wieku przedprodukcyjnym;2022;17,5;%; 
2609033;Klimontów (3);w wieku produkcyjnym;2015;-;%; 
2609033;Klimontów (3);w wieku produkcyjnym;2022;59,5;%; 
2609034;Klimontów - miasto (4);w wieku przedprodukcyjnym;2015;-;%; 
2609034;Klimontów - miasto (4);w wieku przedprodukcyjnym;2022;15,9;%; 
2609034;Klimontów - miasto (4);w wieku produkcyjnym;2015;-;%; 
2609034;Klimontów - miasto (4);w wieku produkcyjnym;2022;60,4;%; 
2609035;Klimontów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;-;%; 
2609035;Klimontów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,0;%; 
2609035;Klimontów - obszar wiejski (5);w wieku produkcyjnym;2015;-;%; 
2609035;Klimontów - obszar wiejski (5);w wieku produkcyjnym;2022;59,3;%; 
2609043;Koprzywnica (3);w wieku przedprodukcyjnym;2015;17,1;%; 
2609043;Koprzywnica (3);w wieku przedprodukcyjnym;2022;16,4;%; 
2609043;Koprzywnica (3);w wieku produkcyjnym;2015;62,5;%; 
2609043;Koprzywnica (3);w wieku produkcyjnym;2022;58,7;%; 
2609044;Koprzywnica - miasto (4);w wieku przedprodukcyjnym;2015;16,5;%; 
2609044;Koprzywnica - miasto (4);w wieku przedprodukcyjnym;2022;16,4;%; 
2609044;Koprzywnica - miasto (4);w wieku produkcyjnym;2015;64,1;%; 
2609044;Koprzywnica - miasto (4);w wieku produkcyjnym;2022;58,7;%; 
2609045;Koprzywnica - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,4;%; 
2609045;Koprzywnica - obszar wiejski (5);w wieku przedprodukcyjnym;2022;16,4;%; 
2609045;Koprzywnica - obszar wiejski (5);w wieku produkcyjnym;2015;61,6;%; 
2609045;Koprzywnica - obszar wiejski (5);w wieku produkcyjnym;2022;58,7;%; 
2609052;Łoniów (2);w wieku przedprodukcyjnym;2015;18,3;%; 
2609052;Łoniów (2);w wieku przedprodukcyjnym;2022;18,0;%; 
2609052;Łoniów (2);w wieku produkcyjnym;2015;61,2;%; 
2609052;Łoniów (2);w wieku produkcyjnym;2022;57,9;%; 
2609062;Obrazów (2);w wieku przedprodukcyjnym;2015;16,8;%; 
2609062;Obrazów (2);w wieku przedprodukcyjnym;2022;16,6;%; 
2609062;Obrazów (2);w wieku produkcyjnym;2015;61,0;%; 
2609062;Obrazów (2);w wieku produkcyjnym;2022;58,1;%; 
2609072;Samborzec (2);w wieku przedprodukcyjnym;2015;16,8;%; 
2609072;Samborzec (2);w wieku przedprodukcyjnym;2022;16,6;%; 
2609072;Samborzec (2);w wieku produkcyjnym;2015;61,4;%; 
2609072;Samborzec (2);w wieku produkcyjnym;2022;57,7;%; 
2609082;Wilczyce (2);w wieku przedprodukcyjnym;2015;16,5;%; 
2609082;Wilczyce (2);w wieku przedprodukcyjnym;2022;16,5;%; 
2609082;Wilczyce (2);w wieku produkcyjnym;2015;63,3;%; 
2609082;Wilczyce (2);w wieku produkcyjnym;2022;58,9;%; 
2609093;Zawichost (3);w wieku przedprodukcyjnym;2015;17,7;%; 
2609093;Zawichost (3);w wieku przedprodukcyjnym;2022;17,2;%; 
2609093;Zawichost (3);w wieku produkcyjnym;2015;59,9;%; 
2609093;Zawichost (3);w wieku produkcyjnym;2022;56,9;%; 
2609094;Zawichost - miasto (4);w wieku przedprodukcyjnym;2015;18,3;%; 
2609094;Zawichost - miasto (4);w wieku przedprodukcyjnym;2022;16,6;%; 
2609094;Zawichost - miasto (4);w wieku produkcyjnym;2015;59,8;%; 
2609094;Zawichost - miasto (4);w wieku produkcyjnym;2022;57,0;%; 
2609095;Zawichost - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,3;%; 
2609095;Zawichost - obszar wiejski (5);w wieku przedprodukcyjnym;2022;17,5;%; 
2609095;Zawichost - obszar wiejski (5);w wieku produkcyjnym;2015;59,9;%; 
2609095;Zawichost - obszar wiejski (5);w wieku produkcyjnym;2022;56,9;%; 
2610011;Skarżysko-Kamienna (1);w wieku przedprodukcyjnym;2015;14,2;%; 
2610011;Skarżysko-Kamienna (1);w wieku przedprodukcyjnym;2022;14,0;%; 
2610011;Skarżysko-Kamienna (1);w wieku produkcyjnym;2015;60,9;%; 
2610011;Skarżysko-Kamienna (1);w wieku produkcyjnym;2022;54,2;%; 
2610022;Bliżyn (2);w wieku przedprodukcyjnym;2015;15,3;%; 
2610022;Bliżyn (2);w wieku przedprodukcyjnym;2022;15,2;%; 
2610022;Bliżyn (2);w wieku produkcyjnym;2015;63,1;%; 
2610022;Bliżyn (2);w wieku produkcyjnym;2022;59,1;%; 
2610032;Łączna (2);w wieku przedprodukcyjnym;2015;18,8;%; 
2610032;Łączna (2);w wieku przedprodukcyjnym;2022;17,3;%; 
2610032;Łączna (2);w wieku produkcyjnym;2015;63,5;%; 
2610032;Łączna (2);w wieku produkcyjnym;2022;61,4;%; 
2610042;Skarżysko Kościelne (2);w wieku przedprodukcyjnym;2015;17,2;%; 
2610042;Skarżysko Kościelne (2);w wieku przedprodukcyjnym;2022;17,0;%; 
2610042;Skarżysko Kościelne (2);w wieku produkcyjnym;2015;63,1;%; 
2610042;Skarżysko Kościelne (2);w wieku produkcyjnym;2022;57,5;%; 
2610053;Suchedniów (3);w wieku przedprodukcyjnym;2015;14,2;%; 
2610053;Suchedniów (3);w wieku przedprodukcyjnym;2022;14,8;%; 
2610053;Suchedniów (3);w wieku produkcyjnym;2015;63,0;%; 
2610053;Suchedniów (3);w wieku produkcyjnym;2022;56,7;%; 
2610054;Suchedniów - miasto (4);w wieku przedprodukcyjnym;2015;14,4;%; 
2610054;Suchedniów - miasto (4);w wieku przedprodukcyjnym;2022;14,7;%; 
2610054;Suchedniów - miasto (4);w wieku produkcyjnym;2015;62,9;%; 
2610054;Suchedniów - miasto (4);w wieku produkcyjnym;2022;56,4;%; 
2610055;Suchedniów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;13,5;%; 
2610055;Suchedniów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;14,9;%; 
2610055;Suchedniów - obszar wiejski (5);w wieku produkcyjnym;2015;63,3;%; 
2610055;Suchedniów - obszar wiejski (5);w wieku produkcyjnym;2022;57,8;%; 
2611011;Starachowice (1);w wieku przedprodukcyjnym;2015;14,6;%; 
2611011;Starachowice (1);w wieku przedprodukcyjnym;2022;14,2;%; 
2611011;Starachowice (1);w wieku produkcyjnym;2015;60,6;%; 
2611011;Starachowice (1);w wieku produkcyjnym;2022;54,7;%; 
2611022;Brody (2);w wieku przedprodukcyjnym;2015;17,8;%; 
2611022;Brody (2);w wieku przedprodukcyjnym;2022;17,1;%; 
2611022;Brody (2);w wieku produkcyjnym;2015;62,5;%; 
2611022;Brody (2);w wieku produkcyjnym;2022;60,0;%; 
2611032;Mirzec (2);w wieku przedprodukcyjnym;2015;18,1;%; 
2611032;Mirzec (2);w wieku przedprodukcyjnym;2022;18,9;%; 
2611032;Mirzec (2);w wieku produkcyjnym;2015;61,7;%; 
2611032;Mirzec (2);w wieku produkcyjnym;2022;58,0;%; 
2611042;Pawłów (2);w wieku przedprodukcyjnym;2015;20,2;%; 
2611042;Pawłów (2);w wieku przedprodukcyjnym;2022;20,5;%; 
2611042;Pawłów (2);w wieku produkcyjnym;2015;62,1;%; 
2611042;Pawłów (2);w wieku produkcyjnym;2022;59,9;%; 
2611053;Wąchock (3);w wieku przedprodukcyjnym;2015;15,3;%; 
2611053;Wąchock (3);w wieku przedprodukcyjnym;2022;15,2;%; 
2611053;Wąchock (3);w wieku produkcyjnym;2015;61,8;%; 
2611053;Wąchock (3);w wieku produkcyjnym;2022;56,9;%; 
2611054;Wąchock - miasto (4);w wieku przedprodukcyjnym;2015;14,2;%; 
2611054;Wąchock - miasto (4);w wieku przedprodukcyjnym;2022;14,1;%; 
2611054;Wąchock - miasto (4);w wieku produkcyjnym;2015;62,1;%; 
2611054;Wąchock - miasto (4);w wieku produkcyjnym;2022;56,6;%; 
2611055;Wąchock - obszar wiejski (5);w wieku przedprodukcyjnym;2015;15,9;%; 
2611055;Wąchock - obszar wiejski (5);w wieku przedprodukcyjnym;2022;15,8;%; 
2611055;Wąchock - obszar wiejski (5);w wieku produkcyjnym;2015;61,6;%; 
2611055;Wąchock - obszar wiejski (5);w wieku produkcyjnym;2022;57,0;%; 
2612012;Bogoria (2);w wieku przedprodukcyjnym;2015;19,8;%; 
2612012;Bogoria (2);w wieku przedprodukcyjnym;2022;19,1;%; 
2612012;Bogoria (2);w wieku produkcyjnym;2015;60,9;%; 
2612012;Bogoria (2);w wieku produkcyjnym;2022;58,5;%; 
2612022;Łubnice (2);w wieku przedprodukcyjnym;2015;16,9;%; 
2612022;Łubnice (2);w wieku przedprodukcyjnym;2022;17,1;%; 
2612022;Łubnice (2);w wieku produkcyjnym;2015;60,2;%; 
2612022;Łubnice (2);w wieku produkcyjnym;2022;57,4;%; 
2612032;Oleśnica (2);w wieku przedprodukcyjnym;2015;17,8;%; 
2612032;Oleśnica (2);w wieku przedprodukcyjnym;2022;-;%; 
2612032;Oleśnica (2);w wieku produkcyjnym;2015;62,9;%; 
2612032;Oleśnica (2);w wieku produkcyjnym;2022;-;%; 
2612033;Oleśnica (3);w wieku przedprodukcyjnym;2015;-;%; 
2612033;Oleśnica (3);w wieku przedprodukcyjnym;2022;17,7;%; 
2612033;Oleśnica (3);w wieku produkcyjnym;2015;-;%; 
2612033;Oleśnica (3);w wieku produkcyjnym;2022;59,8;%; 
2612034;Oleśnica - miasto (4);w wieku przedprodukcyjnym;2015;-;%; 
2612034;Oleśnica - miasto (4);w wieku przedprodukcyjnym;2022;16,9;%; 
2612034;Oleśnica - miasto (4);w wieku produkcyjnym;2015;-;%; 
2612034;Oleśnica - miasto (4);w wieku produkcyjnym;2022;60,4;%; 
2612035;Oleśnica - obszar wiejski (5);w wieku przedprodukcyjnym;2015;-;%; 
2612035;Oleśnica - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,4;%; 
2612035;Oleśnica - obszar wiejski (5);w wieku produkcyjnym;2015;-;%; 
2612035;Oleśnica - obszar wiejski (5);w wieku produkcyjnym;2022;59,3;%; 
2612043;Osiek (3);w wieku przedprodukcyjnym;2015;19,4;%; 
2612043;Osiek (3);w wieku przedprodukcyjnym;2022;18,2;%; 
2612043;Osiek (3);w wieku produkcyjnym;2015;61,5;%; 
2612043;Osiek (3);w wieku produkcyjnym;2022;59,4;%; 
2612044;Osiek - miasto (4);w wieku przedprodukcyjnym;2015;18,6;%; 
2612044;Osiek - miasto (4);w wieku przedprodukcyjnym;2022;18,7;%; 
2612044;Osiek - miasto (4);w wieku produkcyjnym;2015;63,3;%; 
2612044;Osiek - miasto (4);w wieku produkcyjnym;2022;58,9;%; 
2612045;Osiek - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,7;%; 
2612045;Osiek - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,1;%; 
2612045;Osiek - obszar wiejski (5);w wieku produkcyjnym;2015;60,9;%; 
2612045;Osiek - obszar wiejski (5);w wieku produkcyjnym;2022;59,6;%; 
2612053;Połaniec (3);w wieku przedprodukcyjnym;2015;18,0;%; 
2612053;Połaniec (3);w wieku przedprodukcyjnym;2022;18,4;%; 
2612053;Połaniec (3);w wieku produkcyjnym;2015;67,3;%; 
2612053;Połaniec (3);w wieku produkcyjnym;2022;57,6;%; 
2612054;Połaniec - miasto (4);w wieku przedprodukcyjnym;2015;17,6;%; 
2612054;Połaniec - miasto (4);w wieku przedprodukcyjnym;2022;17,7;%; 
2612054;Połaniec - miasto (4);w wieku produkcyjnym;2015;68,9;%; 
2612054;Połaniec - miasto (4);w wieku produkcyjnym;2022;56,9;%; 
2612055;Połaniec - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,1;%; 
2612055;Połaniec - obszar wiejski (5);w wieku przedprodukcyjnym;2022;19,9;%; 
2612055;Połaniec - obszar wiejski (5);w wieku produkcyjnym;2015;63,9;%; 
2612055;Połaniec - obszar wiejski (5);w wieku produkcyjnym;2022;59,3;%; 
2612062;Rytwiany (2);w wieku przedprodukcyjnym;2015;18,0;%; 
2612062;Rytwiany (2);w wieku przedprodukcyjnym;2022;17,5;%; 
2612062;Rytwiany (2);w wieku produkcyjnym;2015;62,4;%; 
2612062;Rytwiany (2);w wieku produkcyjnym;2022;59,9;%; 
2612073;Staszów (3);w wieku przedprodukcyjnym;2015;17,3;%; 
2612073;Staszów (3);w wieku przedprodukcyjnym;2022;16,6;%; 
2612073;Staszów (3);w wieku produkcyjnym;2015;62,0;%; 
2612073;Staszów (3);w wieku produkcyjnym;2022;57,5;%; 
2612074;Staszów - miasto (4);w wieku przedprodukcyjnym;2015;16,6;%; 
2612074;Staszów - miasto (4);w wieku przedprodukcyjnym;2022;14,7;%; 
2612074;Staszów - miasto (4);w wieku produkcyjnym;2015;62,4;%; 
2612074;Staszów - miasto (4);w wieku produkcyjnym;2022;56,8;%; 
2612075;Staszów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,2;%; 
2612075;Staszów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,9;%; 
2612075;Staszów - obszar wiejski (5);w wieku produkcyjnym;2015;61,5;%; 
2612075;Staszów - obszar wiejski (5);w wieku produkcyjnym;2022;58,4;%; 
2612082;Szydłów (2);w wieku przedprodukcyjnym;2015;16,6;%; 
2612082;Szydłów (2);w wieku przedprodukcyjnym;2022;-;%; 
2612082;Szydłów (2);w wieku produkcyjnym;2015;62,7;%; 
2612082;Szydłów (2);w wieku produkcyjnym;2022;-;%; 
2612083;Szydłów (3);w wieku przedprodukcyjnym;2015;-;%; 
2612083;Szydłów (3);w wieku przedprodukcyjnym;2022;17,4;%; 
2612083;Szydłów (3);w wieku produkcyjnym;2015;-;%; 
2612083;Szydłów (3);w wieku produkcyjnym;2022;57,1;%; 
2612084;Szydłów - miasto (4);w wieku przedprodukcyjnym;2015;-;%; 
2612084;Szydłów - miasto (4);w wieku przedprodukcyjnym;2022;16,5;%; 
2612084;Szydłów - miasto (4);w wieku produkcyjnym;2015;-;%; 
2612084;Szydłów - miasto (4);w wieku produkcyjnym;2022;55,2;%; 
2612085;Szydłów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;-;%; 
2612085;Szydłów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;17,7;%; 
2612085;Szydłów - obszar wiejski (5);w wieku produkcyjnym;2015;-;%; 
2612085;Szydłów - obszar wiejski (5);w wieku produkcyjnym;2022;57,7;%; 
2613012;Kluczewsko (2);w wieku przedprodukcyjnym;2015;19,1;%; 
2613012;Kluczewsko (2);w wieku przedprodukcyjnym;2022;18,4;%; 
2613012;Kluczewsko (2);w wieku produkcyjnym;2015;62,0;%; 
2613012;Kluczewsko (2);w wieku produkcyjnym;2022;60,2;%; 
2613022;Krasocin (2);w wieku przedprodukcyjnym;2015;19,6;%; 
2613022;Krasocin (2);w wieku przedprodukcyjnym;2022;18,7;%; 
2613022;Krasocin (2);w wieku produkcyjnym;2015;62,0;%; 
2613022;Krasocin (2);w wieku produkcyjnym;2022;59,8;%; 
2613032;Moskorzew (2);w wieku przedprodukcyjnym;2015;15,8;%; 
2613032;Moskorzew (2);w wieku przedprodukcyjnym;2022;15,8;%; 
2613032;Moskorzew (2);w wieku produkcyjnym;2015;59,7;%; 
2613032;Moskorzew (2);w wieku produkcyjnym;2022;55,7;%; 
2613042;Radków (2);w wieku przedprodukcyjnym;2015;15,6;%; 
2613042;Radków (2);w wieku przedprodukcyjnym;2022;15,8;%; 
2613042;Radków (2);w wieku produkcyjnym;2015;58,6;%; 
2613042;Radków (2);w wieku produkcyjnym;2022;53,6;%; 
2613052;Secemin (2);w wieku przedprodukcyjnym;2015;16,2;%; 
2613052;Secemin (2);w wieku przedprodukcyjnym;2022;17,8;%; 
2613052;Secemin (2);w wieku produkcyjnym;2015;60,2;%; 
2613052;Secemin (2);w wieku produkcyjnym;2022;55,6;%; 
2613063;Włoszczowa (3);w wieku przedprodukcyjnym;2015;17,3;%; 
2613063;Włoszczowa (3);w wieku przedprodukcyjnym;2022;17,2;%; 
2613063;Włoszczowa (3);w wieku produkcyjnym;2015;62,4;%; 
2613063;Włoszczowa (3);w wieku produkcyjnym;2022;58,0;%; 
2613064;Włoszczowa - miasto (4);w wieku przedprodukcyjnym;2015;16,3;%; 
2613064;Włoszczowa - miasto (4);w wieku przedprodukcyjnym;2022;16,0;%; 
2613064;Włoszczowa - miasto (4);w wieku produkcyjnym;2015;63,0;%; 
2613064;Włoszczowa - miasto (4);w wieku produkcyjnym;2022;57,3;%; 
2613065;Włoszczowa - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,3;%; 
2613065;Włoszczowa - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,4;%; 
2613065;Włoszczowa - obszar wiejski (5);w wieku produkcyjnym;2015;61,7;%; 
2613065;Włoszczowa - obszar wiejski (5);w wieku produkcyjnym;2022;58,8;%; 
2661011;Kielce (1);w wieku przedprodukcyjnym;2015;15,5;%; 
2661011;Kielce (1);w wieku przedprodukcyjnym;2022;16,0;%; 
2661011;Kielce (1);w wieku produkcyjnym;2015;61,1;%; 
2661011;Kielce (1);w wieku produkcyjnym;2022;56,4;%; 
2801011;Bartoszyce (1);w wieku przedprodukcyjnym;2015;17,0;%; 
2801011;Bartoszyce (1);w wieku przedprodukcyjnym;2022;16,0;%; 
2801011;Bartoszyce (1);w wieku produkcyjnym;2015;62,8;%; 
2801011;Bartoszyce (1);w wieku produkcyjnym;2022;57,0;%; 
2801021;Górowo Iławeckie (1);w wieku przedprodukcyjnym;2015;16,4;%; 
2801021;Górowo Iławeckie (1);w wieku przedprodukcyjnym;2022;15,9;%; 
2801021;Górowo Iławeckie (1);w wieku produkcyjnym;2015;63,2;%; 
2801021;Górowo Iławeckie (1);w wieku produkcyjnym;2022;56,9;%; 
2801032;Bartoszyce (2);w wieku przedprodukcyjnym;2015;19,4;%; 
2801032;Bartoszyce (2);w wieku przedprodukcyjnym;2022;19,1;%; 
2801032;Bartoszyce (2);w wieku produkcyjnym;2015;65,6;%; 
2801032;Bartoszyce (2);w wieku produkcyjnym;2022;61,4;%; 
2801043;Bisztynek (3);w wieku przedprodukcyjnym;2015;17,6;%; 
2801043;Bisztynek (3);w wieku przedprodukcyjnym;2022;17,0;%; 
2801043;Bisztynek (3);w wieku produkcyjnym;2015;64,8;%; 
2801043;Bisztynek (3);w wieku produkcyjnym;2022;59,8;%; 
2801044;Bisztynek - miasto (4);w wieku przedprodukcyjnym;2015;16,0;%; 
2801044;Bisztynek - miasto (4);w wieku przedprodukcyjnym;2022;15,1;%; 
2801044;Bisztynek - miasto (4);w wieku produkcyjnym;2015;67,2;%; 
2801044;Bisztynek - miasto (4);w wieku produkcyjnym;2022;60,3;%; 
2801045;Bisztynek - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,5;%; 
2801045;Bisztynek - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,2;%; 
2801045;Bisztynek - obszar wiejski (5);w wieku produkcyjnym;2015;63,4;%; 
2801045;Bisztynek - obszar wiejski (5);w wieku produkcyjnym;2022;59,4;%; 
2801052;Górowo Iławeckie (2);w wieku przedprodukcyjnym;2015;19,2;%; 
2801052;Górowo Iławeckie (2);w wieku przedprodukcyjnym;2022;18,1;%; 
2801052;Górowo Iławeckie (2);w wieku produkcyjnym;2015;64,6;%; 
2801052;Górowo Iławeckie (2);w wieku produkcyjnym;2022;61,1;%; 
2801063;Sępopol (3);w wieku przedprodukcyjnym;2015;17,8;%; 
2801063;Sępopol (3);w wieku przedprodukcyjnym;2022;17,7;%; 
2801063;Sępopol (3);w wieku produkcyjnym;2015;63,7;%; 
2801063;Sępopol (3);w wieku produkcyjnym;2022;58,8;%; 
2801064;Sępopol - miasto (4);w wieku przedprodukcyjnym;2015;16,2;%; 
2801064;Sępopol - miasto (4);w wieku przedprodukcyjnym;2022;17,2;%; 
2801064;Sępopol - miasto (4);w wieku produkcyjnym;2015;63,5;%; 
2801064;Sępopol - miasto (4);w wieku produkcyjnym;2022;57,2;%; 
2801065;Sępopol - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,5;%; 
2801065;Sępopol - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,0;%; 
2801065;Sępopol - obszar wiejski (5);w wieku produkcyjnym;2015;63,8;%; 
2801065;Sępopol - obszar wiejski (5);w wieku produkcyjnym;2022;59,6;%; 
2802011;Braniewo (1);w wieku przedprodukcyjnym;2015;17,5;%; 
2802011;Braniewo (1);w wieku przedprodukcyjnym;2022;18,1;%; 
2802011;Braniewo (1);w wieku produkcyjnym;2015;64,7;%; 
